title,studio,domestic_gross,foreign_gross,year,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,movie_id,averagerating,numvotes
Rough Night,Sony,22100000.0,25200000,2017,tt4799050,Rough Night,Rough Night,2017,101.0,"Comedy,Crime,Thriller",tt4799050,5.2,39447
The Battleship Island,CJ,1100000.0,45000000,2017,tt5969696,The Battleship Island,Gunhamdo,2017,132.0,"Action,Drama,History",tt5969696,7.1,4542
All Eyez on Me,LG/S,44900000.0,,2017,tt1666185,All Eyez on Me,All Eyez on Me,2017,139.0,"Biography,Drama,Music",tt1666185,5.8,18541
47 Meters Down,ENTMP,44300000.0,,2017,tt2932536,47 Meters Down,47 Meters Down,2017,89.0,"Adventure,Drama,Horror",tt2932536,5.6,39060
The Snowman,Uni.,6700000.0,36400000,2017,tt1758810,The Snowman,The Snowman,2017,119.0,"Crime,Drama,Mystery",tt1758810,5.1,47890
Gifted,FoxS,24800000.0,18200000,2017,tt3727750,Gifted,Gifted,2018,,Documentary,tt3727750,7.0,7
Gifted,FoxS,24800000.0,18200000,2017,tt4023894,Gifted,Gipeuteodeu,2014,103.0,"Crime,Drama,Thriller",tt4023894,5.6,107
Gifted,FoxS,24800000.0,18200000,2017,tt4481414,Gifted,Gifted,2017,101.0,Drama,tt4481414,7.6,82426
Loving Vincent,Good Deed,6700000.0,35500000,2017,tt3262342,Loving Vincent,Loving Vincent,2017,94.0,"Animation,Biography,Crime",tt3262342,7.8,39737
Call Me by Your Name,SPC,18100000.0,23800000,2017,tt5726616,Call Me by Your Name,Call Me by Your Name,2017,132.0,"Drama,Romance",tt5726616,7.9,153936
Fist Fight,WB (NL),32200000.0,8900000,2017,tt3401882,Fist Fight,Fist Fight,2017,91.0,Comedy,tt3401882,5.6,35136
Diary of a Wimpy Kid: The Long Haul,Fox,20700000.0,19400000,2017,tt6003368,Diary of a Wimpy Kid: The Long Haul,Diary of a Wimpy Kid: The Long Haul,2017,91.0,"Comedy,Family",tt6003368,4.4,5635
The House,WB (NL),25600000.0,8600000,2017,tt1961562,The House,The House,2011,109.0,"Drama,Mystery,Thriller",tt1961562,4.6,50
The House,WB (NL),25600000.0,8600000,2017,tt2408288,The House,Jib,2011,72.0,Animation,tt2408288,7.3,58
The House,WB (NL),25600000.0,8600000,2017,tt3425402,The House,Huset,2016,90.0,Thriller,tt3425402,4.5,476
The House,WB (NL),25600000.0,8600000,2017,tt4481514,The House,The House,2017,88.0,"Comedy,Crime",tt4481514,5.6,33365
Wind River,Wein.,33800000.0,,2017,tt5362988,Wind River,Wind River,2017,107.0,"Crime,Drama,Mystery",tt5362988,7.7,169007
Sleepless,ORF,20800000.0,12100000,2017,tt2072233,Sleepless,Sleepless,2017,95.0,"Action,Crime,Thriller",tt2072233,5.6,25827
Sleepless,ORF,20800000.0,12100000,2017,tt5657428,Sleepless,Sleepless,2015,120.0,Drama,tt5657428,8.4,30
The Disaster Artist,A24,21100000.0,8700000,2017,tt3521126,The Disaster Artist,The Disaster Artist,2017,104.0,"Biography,Comedy,Drama",tt3521126,7.4,111737
Hostiles,ENTMP,29800000.0,,2017,tt4243168,Hostiles,Hostiles,2015,74.0,"Drama,Thriller",tt4243168,6.6,17
Hostiles,ENTMP,29800000.0,,2017,tt5478478,Hostiles,Hostiles,2017,134.0,"Adventure,Drama,Western",tt5478478,7.2,53286
Home Again,ORF,27000000.0,,2017,tt2121286,Home Again,Home Again,2012,104.0,Drama,tt2121286,6.6,360
Home Again,ORF,27000000.0,,2017,tt5719700,Home Again,Home Again,2017,97.0,"Comedy,Drama,Romance",tt5719700,5.8,22614
Judwaa 2,FIP,1400000.0,25500000,2017,tt5456546,Judwaa 2,Judwaa 2,2017,145.0,"Action,Comedy",tt5456546,3.9,7136
The Bye Bye Man,STX,22400000.0,4300000,2017,tt4030600,The Bye Bye Man,The Bye Bye Man,2017,96.0,"Drama,Fantasy,Horror",tt4030600,4.3,17743
A Cure for Wellness,Fox,8100000.0,18500000,2017,tt4731136,A Cure for Wellness,A Cure for Wellness,2016,146.0,"Drama,Fantasy,Horror",tt4731136,6.4,70941
The Zookeeper's Wife,Focus,17600000.0,8600000,2017,tt1730768,The Zookeeper's Wife,The Zookeeper's Wife,2017,127.0,"Biography,Drama,History",tt1730768,7.0,32056
Father Figures,WB,17500000.0,8100000,2017,tt1966359,Father Figures,Father Figures,2017,113.0,"Adventure,Comedy,Drama",tt1966359,5.5,14373
Father Figures,WB,17500000.0,8100000,2017,tt2925960,Father Figures,Father Figures,2013,58.0,Documentary,tt2925960,6.8,102
Badrinath Ki Dulhania,FIP,2000000.0,23200000,2017,tt6277440,Badrinath Ki Dulhania,Badrinath Ki Dulhania,2017,139.0,"Comedy,Drama,Romance",tt6277440,6.2,8584
Born in China,BV,13900000.0,11200000,2017,tt4629266,Born in China,Born in China,2016,79.0,Documentary,tt4629266,7.2,3028
The Founder,Wein.,12800000.0,11300000,2017,tt2262282,The Founder,Der Gründer,2012,108.0,"Comedy,Sci-Fi",tt2262282,5.9,33
The Founder,Wein.,12800000.0,11300000,2017,tt4276820,The Founder,The Founder,2016,115.0,"Biography,Drama,History",tt4276820,7.2,97841
The Glass Castle,LGF,17300000.0,4600000,2017,tt2378507,The Glass Castle,The Glass Castle,2017,127.0,"Biography,Drama",tt2378507,7.2,23580
Sword Art Online: The Movie - Ordinal Scale,Elev.,1500000.0,19200000,2017,tt5544384,Sword Art Online: The Movie - Ordinal Scale,Gekijo-ban Sword Art Online: Ordinal Scale,2017,119.0,"Action,Adventure,Animation",tt5544384,7.4,4477
The Lost City of Z,BST,8600000.0,10700000,2017,tt1212428,The Lost City of Z,The Lost City of Z,2016,141.0,"Adventure,Biography,Drama",tt1212428,6.6,66475
The Case for Christ,PFR,14700000.0,3000000,2017,tt6113488,The Case for Christ,The Case for Christ,2017,112.0,"Biography,Drama",tt6113488,6.2,6495
Detroit,Annapurna,16800000.0,,2017,tt5390504,Detroit,Detroit,2017,143.0,"Crime,Drama,History",tt5390504,7.4,40309
Wonder Wheel,Amazon,1400000.0,14500000,2017,tt5825380,Wonder Wheel,Wonder Wheel,2017,101.0,Drama,tt5825380,6.2,19782
Gold,Wein.,7200000.0,7700000,2017,tt1800302,Gold,Gold,2016,120.0,"Adventure,Drama,Thriller",tt1800302,6.7,50509
Gold,Wein.,7200000.0,7700000,2017,tt2338846,Gold,Gold,2013,101.0,"Adventure,Drama,Western",tt2338846,6.2,986
Gold,Wein.,7200000.0,7700000,2017,tt3134422,Gold,Gold,2014,88.0,"Comedy,Drama,Family",tt3134422,6.7,1298
Gold,Wein.,7200000.0,7700000,2017,tt5162658,Gold,Oro,2017,103.0,"Adventure,Drama,History",tt5162658,5.6,1103
Gold,Wein.,7200000.0,7700000,2017,tt6173990,Gold,Gold,2018,151.0,"Drama,History,Sport",tt6173990,7.4,9361
Gold,Wein.,7200000.0,7700000,2017,tt9816988,Gold,Tala,2019,,Drama,tt9816988,5.2,26
The Space Between Us,STX,7900000.0,6900000,2017,tt3922818,The Space Between Us,The Space Between Us,2017,120.0,"Adventure,Drama,Romance",tt3922818,6.4,41031
Wish Upon,BG,14300000.0,,2017,tt5322012,Wish Upon,Wish Upon,2017,90.0,"Drama,Fantasy,Horror",tt5322012,5.0,14962
A United Kingdom,FoxS,3900000.0,9900000,2017,tt3387266,A United Kingdom,A United Kingdom,2016,111.0,"Biography,Drama,Romance",tt3387266,6.8,12231
"Roman J. Israel, Esq.",Sony,12000000.0,1100000,2017,tt6000478,"Roman J. Israel, Esq.","Roman J. Israel, Esq.",2017,122.0,"Crime,Drama,Thriller",tt6000478,6.4,23632
Mubarakan,Sony,759000.0,12100000,2017,tt6272828,Mubarakan,Mubarakan,2017,156.0,"Comedy,Romance",tt6272828,5.6,2989
Battle of the Sexes,FoxS,12600000.0,,2017,tt4622512,Battle of the Sexes,Battle of the Sexes,2017,121.0,"Biography,Comedy,Drama",tt4622512,6.7,43245
Before I Fall,ORF,12200000.0,,2017,tt1691916,Before I Fall,Before I Fall,2017,98.0,"Drama,Fantasy,Mystery",tt1691916,6.4,39282
Earth: One Amazing Day,BBC,81300.0,11600000,2017,tt6238896,Earth: One Amazing Day,Earth: One Amazing Day,2017,95.0,"Documentary,Family",tt6238896,7.8,1908
Rock Dog,LG/S,9400000.0,,2017,tt2822672,Rock Dog,Rock Dog,2016,90.0,"Adventure,Animation,Comedy",tt2822672,5.9,3991
My Cousin Rachel,FoxS,2700000.0,6500000,2017,tt4411596,My Cousin Rachel,My Cousin Rachel,2017,106.0,"Drama,Mystery,Romance",tt4411596,6.0,15473
Truman,FR,211000.0,8800000,2017,tt3754940,Truman,Truman,2015,108.0,"Comedy,Drama",tt3754940,7.3,10160
Stronger,RAtt.,4200000.0,4200000,2017,tt3881784,Stronger,Stronger,2017,119.0,"Biography,Drama",tt3881784,7.0,33464
Stronger,RAtt.,4200000.0,4200000,2017,tt5738152,Stronger,Stronger,2017,125.0,Drama,tt5738152,6.8,22
Stronger,RAtt.,4200000.0,4200000,2017,tt7130472,Stronger,Stronger,2016,47.0,"Action,Sport",tt7130472,8.4,8
Tulip Fever,Wein.,2500000.0,5900000,2017,tt0491203,Tulip Fever,Tulip Fever,2017,105.0,"Drama,History,Romance",tt0491203,6.2,15037
Viceroy's House,IFC,1100000.0,6700000,2017,tt4977530,Viceroy's House,Viceroy's House,2017,106.0,"Biography,Drama,History",tt4977530,6.7,5546
Amityville: The Awakening,W/Dim.,700.0,7700000,2017,tt1935897,Amityville: The Awakening,Amityville: The Awakening,2017,85.0,"Horror,Thriller",tt1935897,4.9,10930
Just Getting Started,BG,6100000.0,1600000,2017,tt5721088,Just Getting Started,Just Getting Started,2017,91.0,"Action,Comedy",tt5721088,4.4,4829
The Red Turtle,SPC,922000.0,5700000,2017,tt3666024,The Red Turtle,La tortue rouge,2016,80.0,"Animation,Fantasy",tt3666024,7.5,25061
From the Land of the Moon,IFC,47700.0,6500000,2017,tt3794028,From the Land of the Moon,Mal de pierres,2016,120.0,"Drama,Romance",tt3794028,6.7,4523
Maudie,SPC,6200000.0,,2017,tt3721954,Maudie,Maudie,2016,115.0,"Biography,Drama,Romance",tt3721954,7.6,11427
All Saints,Affirm,5800000.0,140000,2017,tt4663548,All Saints,All Saints,2017,108.0,Drama,tt4663548,6.0,1220
The Florida Project,A24,5900000.0,,2017,tt5649144,The Florida Project,The Florida Project,2017,111.0,Drama,tt5649144,7.6,72193
Suburbicon,Par.,5800000.0,,2017,tt0491175,Suburbicon,Suburbicon,2017,105.0,"Comedy,Crime,Drama",tt0491175,5.6,31294
The Man Who Invented Christmas,BST,5700000.0,,2017,tt6225520,The Man Who Invented Christmas,The Man Who Invented Christmas,2017,104.0,"Biography,Comedy,Drama",tt6225520,7.0,9430
Paris Can Wait,SPC,5600000.0,,2017,tt4429194,Paris Can Wait,Bonjour Anne,2016,92.0,"Comedy,Drama,Romance",tt4429194,5.8,6416
Phillauri,FIP,468000.0,5000000,2017,tt5502766,Phillauri,Phillauri,2017,138.0,"Comedy,Drama,Fantasy",tt5502766,6.1,3090
An Inconvenient Sequel: Truth to Power,Par.,3500000.0,1900000,2017,tt6322922,An Inconvenient Sequel: Truth to Power,An Inconvenient Sequel: Truth to Power,2017,98.0,Documentary,tt6322922,6.3,6752
Table 19,FoxS,3600000.0,1400000,2017,tt1412528,Table 19,Table 19,2017,87.0,"Comedy,Drama,Romance",tt1412528,5.8,22751
Collide,ORF,2300000.0,2500000,2017,tt1230120,Collide,Collide,2010,,Action,tt1230120,5.5,12
Collide,ORF,2300000.0,2500000,2017,tt2126235,Collide,Collide,2016,99.0,"Action,Crime,Thriller",tt2126235,5.7,13288
The Wall,RAtt.,1800000.0,2700000,2017,tt1455256,The Wall,The Wall,2010,78.0,Documentary,tt1455256,9.2,8
The Wall,RAtt.,1800000.0,2700000,2017,tt1745686,The Wall,Die Wand,2012,108.0,"Drama,Fantasy,Mystery",tt1745686,6.8,5484
The Wall,RAtt.,1800000.0,2700000,2017,tt4218696,The Wall,The Wall,2017,88.0,"Action,Drama,Thriller",tt4218696,6.2,20391
The Wall,RAtt.,1800000.0,2700000,2017,tt6060874,The Wall,The Wall,2016,73.0,Drama,tt6060874,6.7,12
Mark Felt: The Man Who Brought Down the White House,SPC,769000.0,3600000,2017,tt5175450,Mark Felt: The Man Who Brought Down the White House,Mark Felt: The Man Who Brought Down the White House,2017,103.0,"Biography,Drama,History",tt5175450,6.4,9324
Brad's Status,Annapurna,2100000.0,1700000,2017,tt5884230,Brad's Status,Brad's Status,2017,102.0,"Comedy,Drama,Music",tt5884230,6.5,13259
Friend Request,ENTMP,3800000.0,,2017,tt2277308,Friend Request,Friend Request,2013,91.0,Thriller,tt2277308,4.0,116
Friend Request,ENTMP,3800000.0,,2017,tt3352390,Friend Request,Friend Request,2016,92.0,"Horror,Thriller",tt3352390,5.3,21704
Friend Request,ENTMP,3800000.0,,2017,tt4859526,Friend Request,Friend Request,2015,106.0,Horror,tt4859526,4.9,14
Their Finest,STX,3600000.0,,2017,tt1661275,Their Finest,Their Finest,2016,117.0,"Comedy,Drama,Romance",tt1661275,6.8,15099
Wonderstruck,RAtt.,1100000.0,2200000,2017,tt5208216,Wonderstruck,Wonderstruck,2017,116.0,"Drama,Mystery",tt5208216,6.2,8167
The Leisure Seeker,SPC,3200000.0,,2017,tt3741632,The Leisure Seeker,The Leisure Seeker,2017,112.0,"Adventure,Comedy,Drama",tt3741632,6.7,5337
Colossal,Neon,3000000.0,,2017,tt4680182,Colossal,Colossal,2016,109.0,"Comedy,Drama,Fantasy",tt4680182,6.2,50856
A Gentleman,FIP,410000.0,2500000,2017,tt5613834,A Gentleman,A Gentleman,2017,145.0,"Action,Comedy",tt5613834,6.3,4188
Kedi,Osci.,2800000.0,,2017,tt1582524,Kedi,Kedi,2010,153.0,Action,tt1582524,4.9,222
Kedi,Osci.,2800000.0,,2017,tt4420704,Kedi,Kedi,2016,79.0,Documentary,tt4420704,7.7,10925
The Only Living Boy in New York,RAtt.,624000.0,1900000,2017,tt0460890,The Only Living Boy in New York,The Only Living Boy in New York,2017,89.0,Drama,tt0460890,6.3,8727
Poster Boys,Sony,97000.0,2400000,2017,tt6352548,Poster Boys,Poster Boys,2017,128.0,Comedy,tt6352548,5.6,1234
The Salesman,Cohen,2400000.0,,2017,tt1787747,The Salesman,Le vendeur,2011,107.0,Drama,tt1787747,7.0,558
The Salesman,Cohen,2400000.0,,2017,tt5186714,The Salesman,Forushande,2016,124.0,"Drama,Thriller",tt5186714,7.8,41497
Un Padre No Tan Padre,PNT,2200000.0,,2017,tt4958468,Un Padre No Tan Padre,Un Padre No Tan Padre,2016,94.0,Comedy,tt4958468,6.9,976
Good Time,A24,2000000.0,,2017,tt4846232,Good Time,Good Time,2017,101.0,"Crime,Drama,Thriller",tt4846232,7.3,52305
Everybody Loves Somebody,PNT,1900000.0,,2017,tt5537228,Everybody Loves Somebody,Todos queremos a alguien,2017,102.0,"Comedy,Romance",tt5537228,6.5,3468
Along with the Gods: The Two Worlds,WGUSA,1900000.0,,2017,tt7160070,Along with the Gods: The Two Worlds,Sin-gwa ham-kke: Jwi-wa beol,2017,139.0,"Action,Drama,Fantasy",tt7160070,7.3,9190
Last Flag Flying,LGF,965000.0,904000,2017,tt6018306,Last Flag Flying,Last Flag Flying,2017,125.0,"Comedy,Drama,War",tt6018306,6.9,18927
A Quiet Passion,MBox,1900000.0,,2017,tt2392830,A Quiet Passion,A Quiet Passion,2016,125.0,"Biography,Drama",tt2392830,6.5,4582
Free Fire,A24,1800000.0,,2017,tt4158096,Free Fire,Free Fire,2016,91.0,"Action,Comedy,Crime",tt4158096,6.4,35954
The Last Word,BST,1800000.0,,2017,tt5023260,The Last Word,The Last Word,2017,108.0,"Comedy,Drama",tt5023260,6.6,6255
Human Flow,Magn.,528000.0,1300000,2017,tt6573444,Human Flow,Human Flow,2017,140.0,Documentary,tt6573444,6.9,1980
A Ghost Story,A24,1600000.0,,2017,tt6265828,A Ghost Story,A Ghost Story,2017,92.0,"Drama,Fantasy,Romance",tt6265828,6.8,46280
The Square,Magn.,1500000.0,,2017,tt2486682,The Square,Al midan,2013,108.0,"Documentary,Drama,History",tt2486682,8.1,7998
The Square,Magn.,1500000.0,,2017,tt4995790,The Square,The Square,2017,151.0,"Comedy,Drama",tt4995790,7.2,44239
Patti Cake$,FoxS,800000.0,682000,2017,tt6288250,Patti Cake$,Patti Cake$,2017,109.0,"Drama,Music",tt6288250,6.7,8581
The Wedding Plan,RAtt.,1400000.0,,2017,tt5991206,The Wedding Plan,Laavor et hakir,2016,110.0,"Comedy,Romance",tt5991206,6.5,1004
Personal Shopper,IFC,1300000.0,,2017,tt4714782,Personal Shopper,Personal Shopper,2016,105.0,"Drama,Horror,Mystery",tt4714782,6.1,30636
Churchill,Cohen,1300000.0,,2017,tt2674454,Churchill,Churchill,2017,105.0,"Biography,Drama,History",tt2674454,6.3,12047
The Sense of an Ending,CBS,1300000.0,,2017,tt4827986,The Sense of an Ending,The Sense of an Ending,2017,108.0,"Drama,Mystery",tt4827986,6.3,5001
6 Below: Miracle on the Mountain,MOM,14800.0,1100000,2017,tt5503688,6 Below: Miracle on the Mountain,6 Below: Miracle on the Mountain,2017,98.0,"Adventure,Biography,Drama",tt5503688,5.7,4931
Lady Macbeth,RAtt.,1100000.0,,2017,tt4291600,Lady Macbeth,Lady Macbeth,2016,89.0,"Drama,Romance",tt4291600,6.8,15269
Film Stars Don't Die in Liverpool,SPC,1000000.0,,2017,tt5711148,Film Stars Don't Die in Liverpool,Film Stars Don't Die in Liverpool,2017,105.0,"Biography,Drama,Romance",tt5711148,6.7,6688
Faces Places,Cohen,954000.0,,2017,tt5598102,Faces Places,Visages villages,2017,94.0,Documentary,tt5598102,7.9,8261
Tubelight,Yash,930000.0,,2017,tt5882970,Tubelight,Tubelight,2017,136.0,"Drama,War",tt5882970,4.1,12473
Frantz,MBox,881000.0,,2017,tt5029608,Frantz,Frantz,2016,113.0,"Drama,History,Romance",tt5029608,7.5,10609
Buena Vista Social Club: Adios,BG,123000.0,578000,2017,tt4653272,Buena Vista Social Club: Adios,Buena Vista Social Club: Adios,2017,110.0,Documentary,tt4653272,6.9,261
Lost in Paris,Osci.,692000.0,,2017,tt2936884,Lost in Paris,Paris pieds nus,2016,83.0,Comedy,tt2936884,6.3,2297
Shubh Mangal Saavdhan,Eros,690000.0,,2017,tt6971752,Shubh Mangal Saavdhan,Shubh Mangal Saavdhan,2017,119.0,"Comedy,Romance",tt6971752,6.9,6232
The Midwife,MBox,604000.0,,2017,tt3298600,The Midwife,Kätilö,2015,119.0,"Drama,Romance,War",tt3298600,6.0,1018
The Midwife,MBox,604000.0,,2017,tt5348236,The Midwife,Sage femme,2017,117.0,Drama,tt5348236,6.7,1844
3 Generations,Wein.,156000.0,375000,2017,tt4158624,3 Generations,3 Generations,2015,92.0,Drama,tt4158624,5.8,4991
Our President,CJ,507000.0,,2017,tt7037566,Our President,Our President,2017,119.0,Documentary,tt7037566,5.3,82
Letters from Baghdad,Vita.,360000.0,143000,2017,tt6086614,Letters from Baghdad,Letters from Baghdad,2016,95.0,Documentary,tt6086614,6.8,280
Song to Song,BG,444000.0,,2017,tt2062700,Song to Song,Song to Song,2017,129.0,"Drama,Music,Romance",tt2062700,5.7,15582
Tom of Finland,KL,378000.0,,2017,tt5226984,Tom of Finland,Tom of Finland,2017,117.0,"Biography,Drama",tt5226984,6.8,4386
God's Own Country,Orion,336000.0,,2017,tt3720636,God's Own Country,God's Own Country,2014,133.0,Drama,tt3720636,6.2,331
God's Own Country,Orion,336000.0,,2017,tt5635086,God's Own Country,God's Own Country,2017,104.0,"Drama,Romance",tt5635086,7.7,17934
The Breadwinner,GK,312000.0,,2017,tt3901826,The Breadwinner,The Breadwinner,2017,94.0,"Animation,Drama,Family",tt3901826,7.7,14146
A Silent Voice,Elev.,310000.0,,2017,tt5323662,A Silent Voice,Koe no katachi,2016,130.0,"Animation,Drama,Romance",tt5323662,8.2,24863
My Life as a Zucchini,GK,310000.0,,2017,tt2321405,My Life as a Zucchini,Ma vie de Courgette,2016,66.0,"Animation,Comedy,Drama",tt2321405,7.8,17082
Happy End,SPC,302000.0,,2017,tt1821449,Happy End,Happy End,2011,97.0,"Crime,Drama",tt1821449,6.0,424
Happy End,SPC,302000.0,,2017,tt5304464,Happy End,Happy End,2017,107.0,Drama,tt5304464,6.7,10261
After the Storm,FM,272000.0,,2017,tt2700230,After the Storm,After the Storm,2013,,Drama,tt2700230,8.0,5
After the Storm,FM,272000.0,,2017,tt5294966,After the Storm,Umi yori mo mada fukaku,2016,118.0,"Comedy,Drama",tt5294966,7.4,7268
Wakefield,IFC,263000.0,,2017,tt5195412,Wakefield,Wakefield,2016,106.0,"Comedy,Drama",tt5195412,6.3,13215
"I, Daniel Blake",IFC,260000.0,,2017,tt5168192,"I, Daniel Blake","I, Daniel Blake",2016,100.0,Drama,tt5168192,7.9,44200
The Fortress,CJ,253000.0,,2017,tt7160176,The Fortress,Namhansanseong,2017,140.0,"Action,Drama,History",tt7160176,6.8,1094
Black Butler: Book of the Atlantic,FUN,248000.0,,2017,tt5476944,Black Butler: Book of the Atlantic,Kuroshitsuji: Book of the Atlantic,2017,101.0,Animation,tt5476944,7.7,621
The Swindlers,WGUSA,242000.0,,2017,tt7243686,The Swindlers,Kkun,2017,117.0,"Action,Crime",tt7243686,6.4,1040
City of Ghosts,IFC,128000.0,100000,2017,tt6333056,City of Ghosts,City of Ghosts,2017,92.0,"Documentary,War",tt6333056,7.4,2925
The Prison,WGUSA,207000.0,,2017,tt6589464,The Prison,Peurizeun,2017,125.0,"Action,Crime",tt6589464,6.6,1237
The Other Side of Hope,Jan.,184000.0,,2017,tt5222918,The Other Side of Hope,Toivon tuolla puolen,2017,100.0,"Comedy,Drama",tt5222918,7.2,9045
Marjorie Prime,FR,181000.0,,2017,tt4978710,Marjorie Prime,Marjorie Prime,2017,99.0,"Drama,Mystery,Romance",tt4978710,6.3,4640
Graduation,IFC,176000.0,,2017,tt4936450,Graduation,Bacalaureat,2016,128.0,"Crime,Drama",tt4936450,7.4,10355
In This Corner of the World,FUN,172000.0,,2017,tt4769824,In This Corner of the World,Kono sekai no katasumi ni,2016,129.0,"Animation,Drama,History",tt4769824,7.8,6069
David Lynch: The Art Life,Jan.,171000.0,,2017,tt1691152,David Lynch: The Art Life,David Lynch: The Art Life,2016,88.0,"Biography,Documentary",tt1691152,7.2,4144
The Journey,IFC,155000.0,,2017,tt1627937,The Journey,The Journey,2010,,Family,tt1627937,6.4,12
The Journey,IFC,155000.0,,2017,tt3025936,The Journey,The Journey,2014,112.0,"Adventure,Drama,Mystery",tt3025936,7.9,42
The Journey,IFC,155000.0,,2017,tt3144678,The Journey,The Journey,2014,103.0,"Comedy,Drama,Family",tt3144678,7.5,545
The Journey,IFC,155000.0,,2017,tt4826674,The Journey,The Journey,2016,94.0,Drama,tt4826674,6.6,1063
The Journey,IFC,155000.0,,2017,tt6213758,The Journey,The Journey,2017,82.0,"Drama,Thriller",tt6213758,6.3,124
The Void,Scre.,151000.0,,2017,tt4255304,The Void,The Void,2016,90.0,"Horror,Mystery,Sci-Fi",tt4255304,5.8,25143
The Void,Scre.,151000.0,,2017,tt6267458,The Void,The Void,2016,86.0,Horror,tt6267458,4.0,136
Blade of the Immortal,Magn.,151000.0,,2017,tt5084170,Blade of the Immortal,Mugen no jûnin,2017,140.0,"Action,Drama,Fantasy",tt5084170,6.8,12173
Thelma,Orch.,147000.0,,2017,tt1989685,Thelma,Thelma,2011,111.0,"Drama,Family",tt1989685,6.8,33
Thelma,Orch.,147000.0,,2017,tt6304046,Thelma,Thelma,2017,116.0,"Drama,Fantasy,Horror",tt6304046,7.0,20828
BPM (Beats Per Minute),Orch.,125000.0,,2017,tt6135348,BPM (Beats Per Minute),120 battements par minute,2017,143.0,Drama,tt6135348,7.5,10507
Explosion,CL,123000.0,,2017,tt7509586,Explosion,Yin bao zhe,2017,106.0,"Action,Thriller",tt7509586,5.8,148
The King's Choice,Gold.,113000.0,,2017,tt4353996,The King's Choice,Kongens nei,2016,133.0,"Biography,Drama,History",tt4353996,7.2,5637
Slack Bay,KL,113000.0,,2017,tt4726636,Slack Bay,Ma Loute,2016,122.0,Comedy,tt4726636,6.0,3585
Fabricated City,CJ,105000.0,,2017,tt6399158,Fabricated City,Fabricated City,2017,126.0,"Action,Crime",tt6399158,6.9,3034
The Lure,Jan.,102000.0,,2017,tt5156940,The Lure,The Lure,2016,77.0,Documentary,tt5156940,7.5,31
The Lure,Jan.,102000.0,,2017,tt5278832,The Lure,Córki dancingu,2015,92.0,"Comedy,Drama,Fantasy",tt5278832,6.4,5018
Score: A Film Music Documentary,Grav.,101000.0,,2017,tt4207112,Score: A Film Music Documentary,Score: A Film Music Documentary,2016,93.0,"Documentary,Music",tt4207112,7.5,3231
Munna Michael,Eros,99600.0,,2017,tt6117702,Munna Michael,Munna Michael,2017,140.0,"Action,Drama,Music",tt6117702,3.4,2295
The Mayor,WGUSA,96800.0,,2017,tt1744662,The Mayor,The Mayor,2011,68.0,"Comedy,Documentary,Drama",tt1744662,8.9,49
The Mayor,WGUSA,96800.0,,2017,tt6150238,The Mayor,Teukbyulshimin,2016,130.0,Drama,tt6150238,6.3,312
The Fencer,CFI,96000.0,,2017,tt2534634,The Fencer,Miekkailija,2015,99.0,"Biography,Drama,History",tt2534634,7.2,4063
Memoir of a Murderer,WGUSA,91300.0,,2017,tt5729348,Memoir of a Murderer,Salinjaui gieokbeob,2017,118.0,"Action,Crime,Thriller",tt5729348,7.0,3669
The King's Case Note,CJ,91000.0,,2017,tt6817202,The King's Case Note,The King's Case Note,2017,114.0,"Comedy,Mystery",tt6817202,6.5,188
Warriors of the Dawn,FIP,84500.0,,2017,tt6010020,Warriors of the Dawn,The Proxy Soldiers,2017,130.0,"Adventure,Drama,History",tt6010020,5.4,245
The Nile Hilton Incident,Strand,81100.0,,2017,tt5540188,The Nile Hilton Incident,The Nile Hilton Incident,2017,111.0,"Crime,Drama,Thriller",tt5540188,6.8,5687
Pop Aye,KL,78000.0,,2017,tt3740066,Pop Aye,Pop Aye,2017,104.0,Drama,tt3740066,6.6,688
I Can Speak,CJ,63200.0,,2017,tt7342204,I Can Speak,Ai kaen seupikeu,2017,119.0,"Comedy,Drama",tt7342204,7.4,1105
Tomorrow,UTMW,62500.0,,2017,tt2654536,Tomorrow,Tomorrow,2018,,Drama,tt2654536,7.9,19
Tomorrow,UTMW,62500.0,,2017,tt2831326,Tomorrow,Tomorrow,2015,115.0,Drama,tt2831326,9.1,15
Tomorrow,UTMW,62500.0,,2017,tt4449576,Tomorrow,Demain,2015,118.0,Documentary,tt4449576,8.1,2817
Tomorrow,UTMW,62500.0,,2017,tt4818952,Tomorrow,Fardaa,2014,88.0,Drama,tt4818952,5.1,19
Worlds Apart,CLS,60300.0,,2017,tt3909336,Worlds Apart,Enas allos kosmos,2015,113.0,"Drama,Romance",tt3909336,7.4,7099
Extraordinary Mission,Crimson,54200.0,,2017,tt6690310,Extraordinary Mission,Fei fan ren wu,2017,117.0,"Action,Crime",tt6690310,6.2,577
The Ornithologist,Strand,50500.0,,2017,tt4929038,The Ornithologist,O Ornitólogo,2016,117.0,"Adventure,Drama,Mystery",tt4929038,6.3,2426
Twenty Two,CL,46800.0,,2017,tt3843282,Twenty Two,Twenty Two,2015,112.0,"Crime,Documentary,History",tt3843282,7.5,303
Bluebeard,WGUSA,43100.0,,2017,tt2442772,Bluebeard,Barbazul,2012,98.0,Horror,tt2442772,6.1,19
Bluebeard,WGUSA,43100.0,,2017,tt6599340,Bluebeard,Haebing,2017,117.0,Thriller,tt6599340,6.4,1269
